date,open,close,high,low,volume,turnover,amp,change_ratio,change,turnover_ratio
2019-11-18,137.67,124.02,143.18,122.67,423239,5756930999.00,47.12,184.91,80.49,63.51
2019-11-19,130.67,133.68,135.99,125.68,135781,1801470403.00,8.31,7.79,9.66,20.37
2019-11-20,133.67,144.87,146.67,132.68,96368,1378224444.00,10.47,8.37,11.19,14.46
2019-11-21,140.75,139.60,143.25,134.36,77194,1091114752.00,6.14,-3.64,-5.27,11.58
2019-11-22,137.16,131.15,140.67,129.67,71307,976878976.00,7.88,-6.05,-8.45,10.70
2019-11-25,131.94,131.63,134.17,125.67,52089,695956816.00,6.48,0.37,0.48,7.82
2019-11-26,130.66,131.47,131.93,126.47,30458,401633700.00,4.15,-0.12,-0.16,4.57
2019-11-27,131.66,131.97,135.44,129.54,22404,301295328.00,4.49,0.38,0.50,3.36
2019-11-28,131.68,131.35,135.78,129.00,29996,402878720.00,5.14,-0.47,-0.62,4.50
2019-11-29,130.89,134.17,137.67,130.89,34891,477827090.00,5.16,2.15,2.82,5.24
2019-12-02,133.67,135.96,139.67,133.66,29164,404174432.00,4.48,1.33,1.79,4.38
2019-12-03,135.66,134.67,138.12,130.50,22880,311590912.00,5.60,-0.95,-1.29,3.43
2019-12-04,133.42,137.33,138.67,131.97,23884,331084213.00,4.98,1.98,2.66,3.58
2019-12-05,136.68,135.75,138.67,134.02,21620,299051056.00,3.39,-1.15,-1.58,3.24
2019-12-06,134.92,134.57,137.57,132.52,16562,226330421.00,3.72,-0.87,-1.18,2.49
2019-12-09,130.77,141.27,141.27,130.77,32315,448883752.00,7.80,4.98,6.70,4.85
2019-12-10,139.67,149.17,160.64,138.07,51919,791056092.00,15.98,5.59,7.90,7.79
2019-12-11,146.77,151.64,154.33,146.77,22615,345901834.00,5.07,1.66,2.47,3.39
2019-12-12,151.57,151.27,162.67,147.66,20773,325709344.00,9.90,-0.24,-0.37,3.12
2019-12-13,152.58,151.28,153.67,147.66,17921,273293938.00,3.97,0.01,0.01,2.69
2019-12-16,151.46,164.67,164.67,149.60,25689,409062308.00,9.96,8.85,13.39,3.85
2019-12-17,163.37,163.57,170.96,159.77,19582,325703408.00,6.80,-0.67,-1.10,2.94
2019-12-18,163.08,168.98,171.17,162.82,21059,355105431.00,5.10,3.31,5.41,3.16
2019-12-19,166.29,157.83,172.67,156.75,26148,434925920.00,9.42,-6.60,-11.15,3.92
2019-12-20,157.68,164.62,165.47,153.97,24117,389128384.00,7.29,4.30,6.79,3.62
2019-12-23,160.69,154.67,162.67,149.67,33081,521441844.00,7.90,-6.04,-9.95,4.96
2019-12-24,154.67,160.87,161.12,152.67,15250,243825445.00,5.46,4.01,6.20,2.29
2019-12-25,158.47,159.07,164.65,158.23,12582,205406238.00,3.99,-1.12,-1.80,1.89
2019-12-26,157.80,162.99,163.62,157.77,13308,216875317.00,3.68,2.46,3.92,2.00
2019-12-27,161.89,159.37,164.64,158.72,15792,259619124.00,3.63,-2.22,-3.62,2.37
2019-12-30,158.89,161.57,163.13,152.67,21597,343671360.00,6.56,1.38,2.20,3.24
2019-12-31,160.52,161.57,161.67,154.37,28991,461479612.00,4.52,0.00,0.00,4.35
2020-01-02,160.88,154.17,161.14,150.55,42754,669508704.00,6.55,-4.58,-7.40,6.42
2020-01-03,153.05,147.67,154.12,146.55,29678,453634776.00,4.91,-4.22,-6.50,4.45
2020-01-06,148.17,150.46,151.56,144.93,23471,355717217.00,4.49,1.89,2.79,3.52
2020-01-07,147.69,150.65,154.05,147.69,29093,448937472.00,4.23,0.13,0.19,4.37
2020-01-08,149.72,146.48,150.17,144.69,22803,338988384.00,3.64,-2.77,-4.17,3.42
2020-01-09,148.69,154.67,159.67,146.67,48900,764462064.00,8.87,5.59,8.19,7.34
