date,open,close,high,low,volume,turnover,amp,change_ratio,change,turnover_ratio
2016-08-18,2.43,3.44,3.44,2.43,74,247268.00,63.92,117.72,1.86,0.03
2016-08-19,4.05,4.05,4.05,4.05,5,18420.00,0.00,17.73,0.61,0.00
2016-08-22,4.72,4.72,4.72,4.72,29,117508.00,0.00,16.54,0.67,0.01
2016-08-23,5.46,5.46,5.46,5.46,11,49027.00,0.00,15.68,0.74,0.00
2016-08-24,6.27,6.27,6.27,6.27,46,225538.00,0.00,14.84,0.81,0.02
2016-08-25,7.17,7.17,7.17,7.17,72,386139.00,0.00,14.35,0.90,0.03
2016-08-26,8.15,8.15,8.15,8.15,55,326260.00,0.00,13.67,0.98,0.02
2016-08-29,9.23,9.23,9.23,9.23,140,915653.00,0.00,13.25,1.08,0.06
2016-08-30,10.42,10.42,10.42,10.42,151,1085242.00,0.00,12.89,1.19,0.06
2016-08-31,11.73,11.73,11.73,11.73,281,2215933.00,0.00,12.57,1.31,0.11
2016-09-01,13.17,13.17,13.17,13.17,128,1112850.00,0.00,12.28,1.44,0.05
2016-09-02,14.75,14.75,14.75,14.75,693,6622762.00,0.00,12.00,1.58,0.28
2016-09-05,16.49,16.49,16.49,16.49,695,7307142.00,0.00,11.80,1.74,0.28
2016-09-06,18.41,18.41,18.41,18.41,546,6313777.00,0.00,11.64,1.92,0.22
2016-09-07,20.52,20.52,20.52,20.52,1366,17376349.00,0.00,11.46,2.11,0.55
2016-09-08,22.83,22.83,22.83,22.83,1745,24410871.00,0.00,11.26,2.31,0.70
2016-09-09,25.38,25.38,25.38,25.38,1812,27883637.00,0.00,11.17,2.55,0.72
2016-09-12,28.19,28.19,28.19,28.19,48831,826616928.00,0.00,11.07,2.81,19.53
2016-09-13,30.83,28.56,30.83,28.01,159508,2822922752.00,10.00,1.31,0.37,63.80
2016-09-14,29.61,29.77,31.68,29.59,104110,1887215104.00,7.32,4.24,1.21,41.64
2017-03-13,33.01,33.01,33.01,33.01,18119,354712336.00,0.00,10.88,3.24,7.25
2017-03-14,36.58,36.58,36.58,36.58,1038,22363021.00,0.00,10.81,3.57,0.42
2017-03-15,40.51,40.51,40.51,39.25,55196,1307287936.00,3.44,10.74,3.93,22.08
2017-03-16,41.05,42.14,43.78,39.80,89709,2174609312.00,9.82,4.02,1.63,35.88
2017-03-17,41.71,38.30,41.90,37.66,72411,1682976496.00,10.06,-9.11,-3.84,28.96
2017-03-20,37.45,36.67,38.84,36.28,38826,849272192.00,6.68,-4.26,-1.63,15.53
2017-03-21,36.86,36.89,38.24,36.70,32911,721964624.00,4.20,0.60,0.22,13.16
2017-03-22,36.15,38.97,39.36,35.97,46761,1049851264.00,9.19,5.64,2.08,18.70
2017-03-23,38.98,34.83,39.35,34.81,53918,1160365264.00,11.65,-10.62,-4.14,21.57
2017-03-24,34.33,34.95,35.95,34.33,26003,539901216.00,4.65,0.34,0.12,10.40
2017-03-27,35.73,36.60,38.70,35.42,33097,720911328.00,9.38,4.72,1.65,13.24
2017-03-28,36.60,38.36,39.43,36.04,38363,859548560.00,9.26,4.81,1.76,15.35
2017-03-29,37.60,36.55,37.61,35.38,30158,650137376.00,5.81,-4.72,-1.81,12.06
2017-03-30,37.43,38.13,38.70,36.68,30841,684035568.00,5.53,4.32,1.58,12.34
2017-03-31,37.43,35.62,38.31,35.06,30519,655617968.00,8.52,-6.58,-2.51,12.21
2017-04-05,34.68,34.88,35.59,33.24,23288,473886144.00,6.60,-2.08,-0.74,9.32
2017-04-06,35.15,35.53,35.75,34.33,16008,332613632.00,4.07,1.86,0.65,6.40
2017-04-07,35.24,36.52,37.93,34.70,23972,517083888.00,9.09,2.79,0.99,9.59
2017-04-10,35.88,34.52,36.15,33.24,25790,527932720.00,7.97,-5.48,-2.00,10.32
2017-04-12,33.24,30.80,33.77,30.80,34418,648172752.00,8.60,-10.78,-3.72,13.77
2017-04-13,30.12,30.05,31.36,29.68,15313,279153328.00,5.45,-2.44,-0.75,6.13
2017-04-14,30.06,29.76,30.47,29.47,8298,147937034.00,3.33,-0.97,-0.29,3.32
2017-04-17,27.41,29.87,29.97,27.41,12460,217375017.00,8.60,0.37,0.11,4.98
2017-04-18,29.78,29.51,31.05,29.35,7343,132646213.00,5.69,-1.21,-0.36,2.94
2017-04-19,29.77,30.41,30.60,28.56,10861,194274873.00,6.91,3.05,0.90,4.34
2017-04-20,30.33,30.16,30.99,29.62,9697,176309666.00,4.51,-0.82,-0.25,3.88
2017-04-21,30.68,29.21,30.68,28.84,8258,145637209.00,6.10,-3.15,-0.95,3.30
2017-04-24,28.88,29.23,29.68,28.00,6526,112914411.00,5.75,0.07,0.02,2.61
2017-04-25,29.23,29.15,29.77,28.94,5848,102675628.00,2.84,-0.27,-0.08,2.34
2017-04-26,28.94,32.32,32.33,28.94,19026,352270576.00,11.63,10.87,3.17,7.61
2017-04-27,32.16,32.87,33.42,30.90,13527,258467744.00,7.80,1.70,0.55,5.41
2017-04-28,34.33,33.43,35.19,33.28,20199,408761312.00,5.81,1.70,0.56,8.08
2017-05-02,33.78,33.52,34.24,33.07,9176,182669698.00,3.50,0.27,0.09,3.67
2017-05-03,33.42,32.21,34.13,31.05,12851,247491730.00,9.19,-3.91,-1.31,5.14
2017-05-04,32.16,31.85,32.33,31.54,6440,122265883.00,2.45,-1.12,-0.36,2.58
2017-05-05,31.87,31.96,32.42,31.40,7979,151315428.00,3.20,0.35,0.11,3.19
2017-05-08,31.74,32.64,33.60,31.60,11882,231385209.00,6.26,2.13,0.68,4.75
2017-05-09,32.36,34.60,34.88,32.36,17489,351449904.00,7.72,6.00,1.96,7.00
2017-05-10,34.43,34.08,35.81,33.64,15196,311741824.00,6.27,-1.50,-0.52,6.08
2017-05-11,33.78,34.77,35.02,33.42,11596,235332641.00,4.69,2.02,0.69,4.64
2017-05-12,34.79,32.81,35.05,31.87,21549,422861424.00,9.15,-5.64,-1.96,8.62
2017-05-15,32.69,31.78,32.78,30.75,13516,253539816.00,6.19,-3.14,-1.03,5.41
2017-05-16,32.11,33.59,33.67,31.14,11184,215054625.00,7.96,5.70,1.81,4.47
2017-05-17,33.42,33.80,35.78,31.94,18255,372495056.00,11.43,0.63,0.21,7.30
2017-05-18,33.46,33.66,34.32,33.06,10787,215279771.00,3.73,-0.41,-0.14,4.31
2017-05-19,33.78,32.87,33.78,32.16,11638,226571983.00,4.81,-2.35,-0.79,4.66
2017-05-22,33.07,32.00,33.80,31.92,10275,99369888.00,5.72,-2.65,-0.87,2.06
2017-05-23,30.84,29.43,31.51,29.19,30560,275853552.00,7.25,-8.03,-2.57,6.11
2017-05-24,29.14,29.91,30.38,28.93,13040,115692254.00,4.93,1.63,0.48,2.61
2017-05-25,30.09,30.54,30.89,29.76,15970,144441002.00,3.78,2.11,0.63,3.19
2017-05-26,30.36,29.72,30.60,29.25,13441,119948794.00,4.42,-2.69,-0.82,2.69
2017-05-31,30.67,29.42,31.43,29.33,24986,226493915.00,7.07,-1.01,-0.30,5.00
2017-06-01,29.31,29.26,30.51,29.14,16071,143461984.00,4.66,-0.54,-0.16,3.21
2017-06-02,28.89,29.97,30.20,28.49,16237,143152994.00,5.84,2.43,0.71,3.25
2017-06-05,30.35,30.33,31.38,30.24,15527,141855665.00,3.80,1.20,0.36,3.11
2017-06-06,30.05,29.82,30.39,29.40,15209,134970380.00,3.26,-1.68,-0.51,3.04
2017-06-07,29.94,30.82,31.07,29.94,21267,193699058.00,3.79,3.35,1.00,4.25
2017-06-08,30.60,29.59,31.04,29.14,22868,205376136.00,6.16,-3.99,-1.23,4.57
2017-06-09,29.46,29.78,30.15,29.17,9074,80469814.00,3.31,0.64,0.19,1.81
2017-06-12,29.50,26.55,29.69,26.55,46784,384502848.00,10.54,-10.85,-3.23,9.36
2017-06-13,26.23,26.57,26.77,25.13,34332,269890928.00,6.18,0.08,0.02,6.87
2017-06-14,26.27,26.31,26.65,25.70,18633,147511961.00,3.58,-0.98,-0.26,3.73
2017-06-15,25.97,27.57,27.94,25.97,24110,196881404.00,7.49,4.79,1.26,4.82
2017-06-16,27.45,27.21,27.96,27.14,12172,100035353.00,2.97,-1.31,-0.36,2.43
2017-06-19,27.54,27.60,28.01,27.29,9836,81549608.00,2.65,1.43,0.39,1.97
2017-06-20,28.01,27.98,28.30,27.41,14951,124694227.00,3.22,1.38,0.38,2.99
2017-06-21,27.98,27.77,28.12,27.57,9355,77859894.00,1.97,-0.75,-0.21,1.87
2017-06-22,27.97,25.59,28.09,24.77,32517,262014207.00,11.96,-7.85,-2.18,6.50
2017-06-23,25.45,25.62,25.81,24.84,17562,134464035.00,3.79,0.12,0.03,3.51
2017-06-26,25.39,26.39,26.58,25.32,21240,166912303.00,4.92,3.01,0.77,4.25
2017-06-27,26.24,26.12,26.59,26.02,13471,106909740.00,2.16,-1.02,-0.27,2.69
2017-06-28,26.05,25.80,26.23,25.57,8423,65567338.00,2.53,-1.23,-0.32,1.68
2017-06-29,25.86,25.93,26.56,25.72,13332,105285073.00,3.26,0.50,0.13,2.67
2017-06-30,25.79,25.79,26.17,25.51,13145,102433345.00,2.55,-0.54,-0.14,2.63
2017-07-03,25.86,28.07,28.41,25.74,29532,243386671.00,10.35,8.84,2.28,5.91
2017-07-04,28.05,27.73,28.44,27.57,13805,115544305.00,3.10,-1.21,-0.34,2.76
2017-07-05,27.87,27.94,28.25,27.51,14905,124338628.00,2.67,0.76,0.21,2.98
2017-07-06,27.95,28.86,28.92,27.42,25265,212702380.00,5.37,3.29,0.92,5.05
2017-07-07,28.82,30.75,31.18,28.51,45518,407981296.00,9.25,6.55,1.89,9.10
2017-07-10,30.05,29.16,30.75,29.11,24139,215061475.00,5.33,-5.17,-1.59,4.83
2017-07-11,28.82,29.08,29.59,28.52,16073,139184988.00,3.67,-0.27,-0.08,3.21
2017-07-12,29.15,28.13,29.42,26.89,20912,174849446.00,8.70,-3.27,-0.95,4.18
2017-07-13,27.89,27.67,28.62,27.41,20617,171537049.00,4.30,-1.64,-0.46,4.12
2017-07-14,27.59,27.02,28.00,26.99,17461,143189889.00,3.65,-2.35,-0.65,3.49
2017-07-17,26.38,24.69,26.72,24.47,29903,230127327.00,8.33,-8.62,-2.33,5.98
2017-07-18,24.58,25.09,25.28,24.12,14467,108604677.00,4.70,1.62,0.40,2.89
2017-07-19,24.41,24.20,24.94,22.32,33752,243083271.00,10.44,-3.55,-0.89,6.75
2017-07-20,24.15,25.08,25.42,23.68,22345,167035856.00,7.19,3.64,0.88,4.47
2017-07-21,25.40,25.40,26.14,25.11,24488,188990297.00,4.11,1.28,0.32,4.90
2017-07-24,24.77,24.18,24.91,23.68,23766,174547515.00,4.84,-4.80,-1.22,4.75
2017-07-25,24.22,23.72,24.30,23.24,15879,113777332.00,4.38,-1.90,-0.46,3.18
2017-07-26,23.40,23.57,23.89,23.40,8903,63973633.00,2.07,-0.63,-0.15,1.78
2017-07-27,23.51,24.13,24.54,23.34,24443,178668756.00,5.09,2.38,0.56,4.89
2017-07-28,24.10,23.34,24.13,23.26,22024,157702881.00,3.61,-3.27,-0.79,4.40
2017-07-31,23.35,23.35,23.44,22.51,22439,156696942.00,3.98,0.04,0.01,4.49
2017-08-01,23.35,25.50,25.73,23.18,32034,236165887.00,10.92,9.21,2.15,6.41
2017-08-02,25.13,25.00,26.99,24.77,29318,229377769.00,8.71,-1.96,-0.50,5.86
2017-08-03,25.03,26.32,26.81,24.74,29674,233650937.00,8.28,5.28,1.32,5.93
2017-08-10,23.43,23.43,23.43,23.43,5504,39260032.00,0.00,-10.98,-2.89,1.10
2017-08-11,20.86,22.36,23.68,20.86,68656,464448448.00,12.04,-4.57,-1.07,13.73
2017-08-14,22.04,22.97,23.18,21.34,26435,177611387.00,8.23,2.73,0.61,5.29
2017-08-15,22.77,22.59,22.93,22.47,10385,71881874.00,2.00,-1.65,-0.38,2.08
2017-08-16,22.46,22.78,23.23,22.30,11406,79767379.00,4.12,0.84,0.19,2.28
2017-08-17,22.67,23.36,24.32,22.61,15284,109927476.00,7.51,2.55,0.58,3.06
2017-08-18,23.13,23.00,24.73,22.64,18657,133904660.00,8.95,-1.54,-0.36,1.27
2017-08-21,23.00,24.20,24.62,22.97,30647,223878749.00,7.17,5.22,1.20,2.08
2017-08-22,24.19,24.72,25.24,24.08,21884,164508849.00,4.79,2.15,0.52,1.49
2017-08-23,24.04,23.06,24.38,22.87,35451,254645886.00,6.11,-6.72,-1.66,2.41
2017-08-24,23.49,22.90,23.49,22.80,14193,99821566.00,2.99,-0.69,-0.16,0.96
2017-08-25,22.95,23.77,24.22,22.90,22797,164198606.00,5.76,3.80,0.87,1.55
2017-08-28,24.95,26.41,26.41,24.95,33735,266859284.00,6.14,11.11,2.64,2.29
2017-08-29,29.31,29.31,29.31,29.31,21678,189571661.00,0.00,10.98,2.90,1.47
2017-08-30,30.60,30.82,31.18,29.15,94465,852397600.00,6.93,5.15,1.51,6.41
2017-08-31,30.74,32.28,32.42,30.09,60754,561813584.00,7.56,4.74,1.46,4.12
2017-09-01,32.01,33.33,34.73,31.61,61482,605200608.00,9.67,3.25,1.05,4.17
2017-09-04,33.16,33.36,33.88,32.68,36602,360213952.00,3.60,0.09,0.03,2.48
2017-09-05,33.47,33.40,34.57,32.91,44638,444479392.00,4.98,0.12,0.04,3.03
2017-09-06,34.42,34.97,35.88,33.52,54202,554658336.00,7.07,4.70,1.57,3.68
2017-09-07,34.58,36.34,38.18,34.57,59678,640481072.00,10.32,3.92,1.37,4.05
2017-09-08,36.91,37.20,37.77,35.75,35935,388459328.00,5.56,2.37,0.86,2.44
2017-09-11,36.65,37.31,38.57,36.65,36541,401007072.00,5.16,0.30,0.11,2.48
2017-09-12,37.45,38.25,38.44,36.07,48957,534570944.00,6.35,2.52,0.94,3.32
2017-09-13,38.49,42.33,42.33,37.52,54418,645061200.00,12.58,10.67,4.08,3.69
2017-09-14,43.16,42.78,43.68,41.17,52554,646708288.00,5.93,1.06,0.45,3.57
2017-09-15,42.71,39.71,42.95,39.35,47274,565099632.00,8.42,-7.18,-3.07,3.21
2017-09-18,40.03,43.94,43.94,40.00,56703,700436368.00,9.92,10.65,4.23,3.85
2017-09-19,43.72,42.60,44.44,42.18,39105,491742032.00,5.14,-3.05,-1.34,2.65
2017-09-20,42.63,45.31,46.74,42.60,50618,659350816.00,9.72,6.36,2.71,3.44
2017-09-21,46.27,44.78,46.27,43.65,41958,544252304.00,5.78,-1.17,-0.53,2.85
2017-09-22,44.45,45.63,45.72,43.84,29671,387077168.00,4.20,1.90,0.85,2.01
2017-09-25,44.87,43.13,45.46,42.99,33537,426005120.00,5.41,-5.48,-2.50,2.28
2017-09-26,42.22,42.43,43.31,41.42,33032,405818912.00,4.38,-1.62,-0.70,2.24
2017-09-27,42.65,42.93,43.64,41.53,30966,385253152.00,4.97,1.18,0.50,2.10
