date,open,close,high,low,volume,turnover,amp,change_ratio,change,turnover_ratio
2019-12-31,1000.00,1000.00,1000.00,1000.00,580303,2778001750.00,0.00,0.00,0.00,0.41
2020-01-02,1006.44,1022.64,1022.64,1006.44,1005545,4315647510.00,1.62,2.26,22.64,0.72
2020-01-03,1025.72,1024.98,1032.94,1019.71,946974,4779626479.00,1.29,0.23,2.34,0.68
2020-01-06,1020.42,1026.95,1039.78,1020.42,1094822,5115988269.00,1.89,0.19,1.97,0.78
2020-01-07,1024.78,1035.07,1035.07,1015.63,1133948,5082257711.00,1.89,0.79,8.12,0.81
2020-01-08,1028.73,1045.98,1050.68,1026.71,1369999,5756526850.00,2.32,1.05,10.91,0.98
2020-01-09,1054.09,1072.75,1075.35,1054.09,1316359,5965082568.00,2.03,2.56,26.77,0.94
2020-01-10,1075.86,1060.51,1080.01,1060.51,934413,4439106352.00,1.82,-1.14,-12.24,0.67
2020-01-13,1060.78,1095.21,1095.21,1055.07,996508,5560118151.00,3.78,3.27,34.70,0.71
2020-01-14,1096.60,1111.71,1127.15,1093.89,1464778,7485877553.00,3.04,1.51,16.50,1.05
2020-01-15,1105.92,1110.29,1114.80,1099.62,1005549,5510818054.00,1.37,-0.13,-1.42,0.72
2020-01-16,1111.42,1156.47,1164.24,1111.42,1348925,8051911844.00,4.76,4.16,46.18,0.96
2020-01-17,1160.42,1248.02,1260.72,1160.42,3005165,13167836765.00,8.67,7.92,91.55,2.15
2020-01-20,1244.15,1235.61,1270.01,1207.12,2353752,11953930880.00,5.04,-0.99,-12.41,1.68
2020-01-21,1228.54,1191.39,1247.25,1191.39,1694338,8801852229.00,4.52,-3.58,-44.22,1.21
2020-01-22,1171.05,1244.99,1245.68,1148.36,2424313,11495090970.00,8.17,4.50,53.60,1.73
2020-01-23,1217.06,1201.57,1264.01,1175.06,1801174,9940691811.00,7.14,-3.49,-43.42,1.29
2020-02-03,1015.26,1014.86,1074.56,1008.61,2536301,9094038097.00,5.49,-15.54,-186.71,1.81
2020-02-04,1039.28,1134.22,1134.79,1039.28,2146245,9373707403.00,9.41,11.76,119.36,1.53
2020-02-05,1150.26,1182.03,1227.55,1150.26,2428452,12236587608.00,6.81,4.22,47.81,1.74
2020-02-06,1169.26,1210.70,1225.34,1169.26,2165838,10417294439.00,4.74,2.43,28.67,1.55
2020-02-07,1209.18,1289.72,1289.72,1209.18,2280350,13149776785.00,6.65,6.53,79.02,1.63
2020-02-10,1294.12,1315.43,1333.24,1286.55,3091645,13918349059.00,3.62,1.99,25.71,2.21
2020-02-11,1310.57,1279.83,1310.57,1261.16,2282518,11244796592.00,3.76,-2.71,-35.60,1.63
2020-02-12,1268.86,1334.35,1347.71,1268.86,2010362,11117778284.00,6.16,4.26,54.52,1.44
2020-02-13,1339.55,1339.26,1399.07,1335.96,2645158,13706209307.00,4.73,0.37,4.91,1.89
2020-02-14,1337.35,1298.18,1357.54,1274.65,2090174,11823605012.00,6.19,-3.07,-41.08,1.49
2020-02-17,1307.42,1355.35,1355.35,1307.42,1939698,10274886250.00,3.69,4.40,57.17,1.39
2020-02-18,1354.56,1371.49,1382.41,1350.33,1929701,10769621950.00,2.37,1.19,16.14,1.38
2020-02-19,1369.59,1349.12,1384.46,1346.91,1936077,10854931967.00,2.74,-1.63,-22.37,1.38
2020-02-20,1352.85,1327.22,1365.83,1299.07,1820898,10923137248.00,4.95,-1.62,-21.90,1.30
2020-02-21,1315.41,1317.05,1344.45,1315.41,1527490,8910737289.00,2.19,-0.77,-10.17,1.09
2020-02-24,1309.98,1324.77,1335.96,1301.60,1550739,8559046085.00,2.61,0.59,7.72,1.11
2020-02-25,1284.84,1341.39,1342.48,1284.84,1745025,9994608710.00,4.35,1.25,16.62,1.25
2020-02-26,1316.04,1262.08,1331.95,1260.96,2062791,9311229176.00,5.29,-5.91,-79.31,1.48
2020-02-27,1266.33,1231.92,1266.33,1220.41,1403741,7948939942.00,3.64,-2.39,-30.16,1.00
2020-02-28,1172.71,1154.15,1194.54,1147.21,1715841,8312285598.00,3.84,-6.31,-77.77,1.23
2020-03-02,1167.83,1217.14,1224.71,1163.69,2054399,7251531460.00,5.29,5.46,62.99,1.47
2020-03-03,1241.12,1247.13,1292.46,1233.98,1949177,8212461795.00,4.80,2.46,29.99,1.39
2020-03-04,1230.32,1221.26,1241.01,1189.89,1227464,6297540907.00,4.10,-2.07,-25.87,0.88
2020-03-05,1242.67,1238.96,1242.84,1218.47,1898280,6613506414.00,2.00,1.45,17.70,1.36
2020-03-06,1219.97,1213.35,1224.59,1208.84,1239177,4754947171.00,1.27,-2.07,-25.61,0.89
2020-03-09,1185.75,1147.82,1197.99,1147.82,1536433,5538214204.00,4.13,-5.40,-65.53,1.10
2020-03-10,1122.82,1193.67,1193.67,1113.89,1629591,7086049256.00,6.95,3.99,45.85,1.17
2020-03-11,1196.66,1160.90,1208.79,1160.90,2147778,6198381834.00,4.01,-2.75,-32.77,1.54
2020-03-12,1138.16,1143.44,1154.62,1128.74,1245287,4456098793.00,2.23,-1.50,-17.46,0.89
2020-03-13,1083.16,1157.00,1169.33,1083.16,1346242,6609359778.00,7.54,1.19,13.56,0.96
