date,open,close,high,low,volume,turnover,amp,change_ratio,change,turnover_ratio
2015-05-29,2.07,2.07,2.07,2.07,137,162208.00,0.00,46.81,0.66,0.03
2015-06-01,2.29,2.29,2.29,2.29,57,74214.00,0.00,10.63,0.22,0.01
2015-06-02,2.52,2.52,2.52,2.52,34,48688.00,0.00,10.04,0.23,0.01
2015-06-03,2.79,2.79,2.79,2.79,133,209475.00,0.00,10.71,0.27,0.03
2015-06-04,3.07,3.07,3.07,3.07,97,168101.00,0.00,10.04,0.28,0.02
2015-06-05,3.39,3.39,3.39,3.39,141,268746.00,0.00,10.42,0.32,0.03
2015-06-08,3.74,3.74,3.74,3.74,142,297774.00,0.00,10.32,0.35,0.03
2015-06-09,4.12,4.12,4.12,4.12,217,499466.00,0.00,10.16,0.38,0.04
2015-06-10,4.54,4.54,4.54,4.54,310,785511.00,0.00,10.19,0.42,0.06
2015-06-11,5.00,5.00,5.00,5.00,238,663100.00,0.00,10.13,0.46,0.05
2015-06-12,5.51,5.51,5.51,5.51,429,1317459.00,0.00,10.20,0.51,0.08
2015-06-15,6.07,6.07,6.07,6.07,721,2435470.00,0.00,10.16,0.56,0.14
2015-06-16,6.69,6.69,6.69,6.69,2279,8468764.00,0.00,10.21,0.62,0.45
2015-06-17,7.36,7.36,7.36,6.77,309853,1241008016.00,8.82,10.01,0.67,61.15
2015-06-18,6.78,6.62,7.06,6.62,91196,342749504.00,5.98,-10.05,-0.74,18.00
2015-06-19,5.95,5.95,6.30,5.95,140747,470214176.00,5.29,-10.12,-0.67,27.78
2015-06-23,5.69,5.46,5.95,5.35,135020,420389456.00,10.08,-8.24,-0.49,26.65
2015-06-24,5.56,5.40,5.74,5.20,138476,422429312.00,9.89,-1.10,-0.06,27.33
2015-06-25,5.35,4.95,5.35,4.88,106557,307009280.00,8.70,-8.33,-0.45,21.03
2015-06-26,4.80,4.45,4.80,4.45,78192,198631977.00,7.07,-10.10,-0.50,15.43
2015-06-29,4.54,4.00,4.54,4.00,83840,194960948.00,12.13,-10.11,-0.45,16.55
