date,open,close,high,low,volume,turnover,amp,change_ratio,change,turnover_ratio
2006-01-04,997.05,1009.57,1009.81,992.91,72081,3625445982.00,0.00,0.00,0.00,0.00
2006-01-05,1011.30,1022.05,1023.02,1009.40,94263,4714667114.00,1.35,1.24,12.48,0.00
2006-01-06,1023.15,1029.75,1036.67,1016.97,104540,5203702770.00,1.93,0.75,7.70,0.00
2006-01-09,1031.43,1034.58,1036.52,1024.86,89196,4518499100.00,1.13,0.47,4.83,0.00
2006-01-10,1033.96,1031.28,1034.54,1019.10,85811,4504142465.00,1.49,-0.32,-3.30,0.00
2006-01-11,1030.11,1026.93,1035.13,1019.93,94171,4845650647.00,1.47,-0.42,-4.35,0.00
2006-01-12,1025.05,1036.56,1036.89,1020.34,83844,4254954798.00,1.61,0.94,9.63,0.00
2006-01-13,1036.76,1028.61,1038.50,1022.29,85152,4286484996.00,1.56,-0.77,-7.95,0.00
2006-01-16,1027.05,1003.78,1027.05,1002.93,82528,4108823971.00,2.34,-2.41,-24.83,0.00
2006-01-17,1001.79,1002.06,1007.11,997.18,59378,3034857586.00,0.99,-0.17,-1.72,0.00
2006-01-18,1001.34,1020.94,1021.16,1001.01,77869,3932526605.00,2.01,1.88,18.88,0.00
2006-01-19,1022.87,1027.52,1028.97,1011.51,101152,4934464995.00,1.71,0.64,6.58,0.00
2006-01-20,1027.24,1027.17,1030.30,1019.67,101366,5246822774.00,1.03,-0.03,-0.35,0.00
2006-01-23,1027.45,1032.88,1035.93,1023.23,90378,4642340335.00,1.24,0.56,5.71,0.00
2006-01-24,1032.65,1033.39,1041.03,1026.76,97681,5095848741.00,1.38,0.05,0.51,0.00
2006-01-25,1032.33,1043.85,1044.20,1029.93,89227,4741781064.00,1.38,1.01,10.46,0.00
2006-02-06,1046.85,1067.12,1067.37,1045.55,106162,5486595923.00,2.09,2.23,23.27,0.00
2006-02-07,1068.01,1065.89,1072.89,1053.05,131842,6907386894.00,1.86,-0.12,-1.23,0.00
